# Species	Genes	Alg.-Conn.	com_protein.CCAP.faa	com_protein.Hart1.faa	com_protein.braziliensis.faa	com_protein.donovani.faa	com_protein.grayi.faa	com_protein.hertigi.faa	com_protein.martiniquensis.faa	com_protein.orientalis.faa	com_protein.pyrrhocoris.faa	com_protein.theileri.faa
9	9	0.516	*	CCW67390.1	XP_001566462.2	CBZ35844.1	KEG14703.1	KAG5490441.1	KAG5473776.1	KAG5473495.1	KPA80470.1	ORC90178.1
9	9	0.516	*	CCW70554.1	XP_001567415.1	CBZ36787.1	KEG14760.1	KAG5496112.1	KAG5470448.1	KAG5470019.1	KPA84553.1	ORC88447.1
9	9	0.515	*	CCW66919.1	XP_001568898.1	CBZ38706.1	KEG08426.1	KAG5490133.1	KAG5464087.1	KAG5464829.1	KPA80243.1	ORC92914.1
9	9	0.515	*	CCW68552.1	XP_001566337.1	CBZ35713.1	KEG14777.1	KAG5500630.1	KAG5474542.1	KAG5474879.1	KPA85078.1	ORC86970.1
9	9	0.515	*	CCW69069.1	XP_001561871.1	CBZ31519.1	KEG08161.1	KAG5511420.1	KAG5487062.1	KAG5487616.1	KPA80831.1	ORC85041.1
9	9	0.515	KNH09480.1	CCW69287.1	XP_001568977.1	CBZ38789.1	KEG09794.1	KAG5490222.1	KAG5464179.1	*	KPA81327.1	ORC91405.1
9	9	0.513	*	CCW71354.1	XP_001562894.1	CBZ32242.1	KEG10782.1	KAG5510347.1	KAG5485037.1	KAG5485707.1	KPA76066.1	ORC86933.1
9	9	0.512	*	CCW69836.1	XP_001567184.1	CBZ36569.1	KEG08906.1	KAG5497627.1	KAG5471388.1	KAG5471714.1	KPA78861.1	ORC86726.1
9	9	0.512	*	CCW69996.1	XP_001569220.2	CBZ39040.1	KEG15237.1	KAG5490734.1	KAG5464426.1	KAG5465163.1	KPA81700.1	ORC85634.1
9	9	0.512	*	CCW70388.1	XP_001564901.1	CBZ34018.1	KEG10884.1	KAG5505832.1	KAG5479518.1	KAG5479906.1	KPA78395.1	ORC84156.1
9	9	0.512	*	CCW71659.1	XP_001562570.1	CBZ31790.1	KEG06337.1	KAG5510933.1	KAG5486208.1	KAG5486861.1	KPA74305.1	ORC86576.1
9	9	0.511	*	CCW65958.1	XP_001565443.1	CBZ34568.1	KEG10856.1	KAG5503516.1	KAG5477831.1	KAG5478069.1	KPA79262.1	ORC88815.1
9	9	0.511	*	CCW65984.1	XP_001565406.2	CBZ34538.1	KEG12041.1	KAG5503488.1	KAG5477800.1	KAG5478039.1	KPA79220.1	ORC88772.1
9	9	0.51	*	CCW66214.1	XP_001567909.1	CBZ37269.1	KEG09973.1	KAG5495080.1	KAG5469393.1	KAG5469039.1	KPA76634.1	ORC90919.1
9	9	0.51	*	CCW68742.1	XP_001566096.1	CBZ35471.1	KEG12095.1	KAG5500387.1	KAG5474296.1	KAG5474628.1	KPA85486.1	ORC89746.1
9	9	0.51	*	CCW69459.1	XP_001568363.1	CBZ38167.1	KEG08357.1	KAG5492681.1	KAG5466844.1	KAG5466299.1	KPA86246.1	ORC92206.1
9	9	0.51	*	CCW70038.1	XP_001569266.1	CBZ39083.1	KEG13053.1	KAG5490783.1	KAG5464470.1	KAG5465210.1	KPA81783.1	ORC85590.1
9	9	0.51	*	CCW71918.1	XP_001568198.1	CBZ37994.1	KEG07574.1	KAG5492504.1	KAG5466671.1	KAG5466119.1	KPA85961.1	ORC84657.1
9	9	0.509	*	CCW68061.1	XP_001563857.2	CBZ36199.1	KEG14086.1	KAG5498677.1	KAG5472396.1	KAG5472774.1	KPA83210.1	ORC90898.1
9	9	0.508	*	CCW69180.1	XP_001563990.1	CBZ33368.1	KEG07866.1	KAG5507597.1	KAG5481030.1	KAG5481351.1	KPA78533.1	ORC92649.1
9	9	0.508	*	CCW70020.1	XP_001569247.2	CBZ39065.1	KEG14677.1	KAG5490762.1	KAG5464450.1	KAG5465189.1	KPA81752.1	ORC85608.1
9	9	0.508	*	CCW71524.1	XP_001564158.1	CBZ33502.1	KEG12591.1	KAG5507004.1	KAG5480516.1	KAG5480845.1	KPA82645.1	ORC92501.1
9	9	0.508	KNH04470.1	*	XP_001568716.1	CBZ38525.1	KEG11649.1	KAG5489957.1	KAG5463910.1	KAG5464641.1	KPA79948.1	ORC93128.1
9	9	0.508	KNH06357.1	*	XP_001567827.1	CBZ37199.1	KEG15296.1	KAG5495014.1	KAG5469327.1	KAG5468975.1	KPA76755.1	ORC90503.1
9	9	0.506	*	CCW71368.1	XP_001562926.2	CBZ32219.1	KEG05721.1	KAG5510327.1	KAG5485013.1	KAG5485683.1	KPA76031.1	ORC86910.1
9	9	0.505	*	CCW65917.1	XP_001565487.1	CBZ34613.1	KEG13703.1	KAG5503559.1	KAG5477874.1	KAG5478111.1	KPA79339.1	ORC88865.1
9	9	0.505	*	CCW66010.1	XP_001565391.1	CBZ34516.1	KEG08652.1	KAG5503466.1	KAG5477777.1	KAG5478016.1	KPA79178.1	ORC88728.1
9	9	0.505	*	CCW66949.1	XP_001568862.1	CBZ38669.1	KEG10872.1	KAG5490094.1	KAG5464046.1	KAG5464787.1	KPA80177.1	ORC92946.1
9	9	0.505	*	CCW71554.1	XP_001564193.2	CBZ33536.1	KEG12331.1	KAG5507038.1	KAG5480551.1	KAG5480879.1	KPA82694.1	ORC92469.1
9	9	0.504	*	CCW65905.1	XP_001565502.1	CBZ34627.1	KEG11325.1	KAG5503571.1	KAG5477888.1	KAG5478126.1	KPA79369.1	ORC88881.1
9	9	0.504	*	CCW65978.1	XP_001565412.2	CBZ34533.1	KEG07672.1	KAG5503483.1	KAG5477794.1	KAG5478033.1	KPA79211.1	ORC85129.1
9	9	0.504	*	CCW71123.1	XP_001565818.2	CBZ35209.1	KEG15109.1	KAG5501399.1	KAG5475280.1	KAG5475539.1	KPA73488.1	ORC91629.1
9	9	0.502	*	CCW67184.1	XP_003723046.1	CBZ33713.1	KEG11713.1	KAG5506443.1	KAG5480000.1	KAG5480386.1	KPA75319.1	ORC89010.1
9	9	0.501	*	CCW66925.1	XP_001568885.1	CBZ38695.1	KEG10250.1	KAG5490122.1	KAG5464076.1	KAG5464818.1	KPA80229.1	ORC92928.1
9	9	0.5	*	CCW67989.1	XP_001566719.1	CBZ36100.1	KEG13039.1	KAG5498586.1	KAG5472297.1	KAG5472675.1	KPA83069.1	ORC90997.1
9	9	0.499	*	CCW67812.1	XP_001563588.2	CBZ32961.1	KEG13916.1	KAG5509163.1	KAG5482943.1	KAG5483099.1	KPA75045.1	ORC88205.1
9	9	0.499	KNH03956.1	*	XP_001568332.1	CBZ38132.1	KEG12970.1	KAG5492646.1	KAG5466808.1	KAG5466263.1	KPA86191.1	ORC92250.1
9	9	0.497	*	CCW67264.1	XP_001566622.1	CBZ36010.1	KEG13747.1	KAG5499427.1	KAG5473926.1	KAG5473648.1	KPA80706.1	ORC93411.1
9	9	0.497	*	CCW67315.1	XP_001566543.1	CBZ35940.1	KEG11750.1	KAG5490351.1	KAG5473857.1	KAG5473579.1	KPA80597.1	ORC90273.1
9	9	0.497	*	CCW70882.1	XP_001565712.1	CBZ34695.1	KEG14194.1	KAG5502793.1	KAG5476929.1	KAG5477190.1	KPA79473.1	ORC91807.1
9	9	0.497	KNH09216.1	*	XP_001568232.1	CBZ38036.1	KEG09356.1	KAG5492544.1	KAG5466712.1	KAG5466161.1	KPA86037.1	ORC84112.1
9	9	0.496	*	CCW66202.1	XP_001567890.1	CBZ37249.1	KEG10281.1	KAG5495062.1	KAG5469375.1	KAG5469022.1	KPA76666.1	ORC90557.1
9	9	0.496	*	CCW66515.1	XP_001564507.1	CBZ37730.1	KEG11816.1	KAG5494005.1	KAG5468312.1	KAG5467913.1	KPA82343.1	ORC93669.1
9	9	0.496	*	CCW67524.1	XP_001561792.1	CBZ31446.1	KEG14298.1	KAG5511698.1	KAG5487542.1	KAG5487886.1	KPA75608.1	ORC85380.1
9	9	0.495	*	CCW66720.1	XP_001562745.1	CBZ32090.1	KEG11358.1	KAG5510622.1	KAG5485558.1	KAG5486112.1	KPA77689.1	ORC84317.1
9	9	0.495	*	CCW67625.1	XP_001564325.1	CBZ37526.1	KEG15659.1	KAG5493806.1	KAG5468126.1	KAG5467721.1	KPA82032.1	ORC93264.1
9	9	0.494	*	CCW67243.1	XP_001564696.1	CBZ33642.1	KEG09711.1	KAG5506375.1	KAG5479932.1	KAG5480314.1	KPA75424.1	ORC89085.1
9	9	0.494	*	CCW68594.1	XP_001566288.2	CBZ35662.1	KEG11182.1	KAG5500572.1	KAG5474489.1	KAG5474830.1	KPA85167.1	ORC87022.1
9	9	0.494	*	CCW70697.1	XP_001565267.1	CBZ35058.1	KEG11033.1	KAG5501934.1	KAG5476472.1	KAG5476198.1	KPA81959.1	ORC92893.1
9	9	0.492	*	CCW66733.1	XP_001562762.2	CBZ32110.1	KEG12000.1	KAG5510605.1	KAG5485575.1	KAG5486129.1	KPA77724.1	ORC84338.1
9	9	0.492	*	CCW68120.1	XP_001566886.2	CBZ36284.1	KEG12885.1	KAG5498763.1	KAG5472482.1	KAG5472856.1	KPA83336.1	ORC90809.1
9	9	0.491	*	CCW67846.1	XP_001563448.1	CBZ32813.1	KEG14820.1	KAG5509482.1	KAG5483395.1	KAG5483822.1	KPA77382.1	ORC86228.1
9	9	0.491	*	CCW71663.1	XP_001562567.1	CBZ31787.1	KEG06390.1	KAG5510929.1	KAG5486204.1	KAG5486857.1	KPA74311.1	ORC86571.1
9	9	0.49	*	CCW69785.1	XP_001563304.1	CBZ32670.1	KEG12765.1	KAG5509345.1	KAG5483270.1	KAG5483683.1	KPA77147.1	ORC86370.1
9	9	0.488	*	CCW68423.1	XP_001567719.1	CBZ37087.1	KEG10628.1	KAG5496407.1	KAG5470752.1	KAG5470339.1	KPA84980.1	ORC87436.1
9	9	0.488	*	CCW70307.1	XP_001564809.1	CBZ33915.1	KEG08535.1	KAG5505734.1	KAG5479420.1	KAG5479805.1	KPA78237.1	ORC89466.1
9	9	0.488	*	CCW71171.1	XP_001562042.1	CBZ31699.1	KEG10241.1	KAG5511239.1	KAG5486765.1	KAG5487330.1	KPA83740.1	ORC83903.1
9	9	0.488	*	CCW71301.1	XP_001561480.1	CBZ31123.1	KEG11699.1	KAG5512293.1	KAG5488108.1	KAG5488256.1	KPA73688.1	ORC91217.1
9	9	0.487	*	CCW72117.1	XP_001564968.2	CBZ34087.1	KEG10471.1	KAG5504936.1	KAG5479055.1	KAG5479209.1	KPA85651.1	ORC87908.1
9	9	0.484	*	CCW68716.1	XP_001566128.2	CBZ35504.1	KEG14096.1	KAG5500417.1	KAG5474328.1	KAG5474659.1	KPA85443.1	ORC89714.1
9	9	0.483	*	CCW67653.1	XP_001564299.1	CBZ37487.1	KEG11467.1	KAG5493772.1	KAG5468093.1	KAG5467683.1	KPA81977.1	ORC93224.1
9	9	0.482	*	CCW68476.1	XP_001562147.1	CBZ31944.1	KEG10077.1	KAG5510837.1	KAG5485819.1	KAG5486494.1	KPA74645.1	ORC82989.1
9	9	0.482	*	CCW71832.1	XP_001564736.1	CBZ33836.1	KEG11958.1	KAG5505659.1	KAG5479341.1	KAG5479723.1	KPA78126.1	ORC89354.1
9	9	0.481	*	CCW66423.1	XP_003723054.1	CBZ33721.1	KEG11706.1	KAG5506451.1	KAG5480008.1	KAG5480395.1	KPA75309.1	ORC89004.1
9	9	0.48	*	CCW66616.1	XP_001564397.1	CBZ37597.1	KEG13142.1	KAG5493884.1	KAG5468189.1	KAG5467787.1	KPA82164.1	ORC93523.1
9	9	0.48	*	CCW69129.1	XP_001563938.2	CBZ33318.1	KEG12160.1	KAG5507545.1	KAG5480981.1	KAG5481303.1	KPA78441.1	ORC92601.1
9	9	0.479	*	CCW65972.1	XP_001565416.1	CBZ34529.1	KEG10052.1	KAG5503478.1	KAG5477789.1	KAG5478028.1	KPA79204.1	ORC88765.1
9	9	0.479	*	CCW66097.1	XP_001565282.1	CBZ34402.1	KEG14356.1	KAG5492999.1	KAG5477669.1	KAG5477904.1	KPA79007.1	ORC84613.1
9	9	0.479	*	CCW67213.1	XP_003723016.1	CBZ33680.1	KEG12254.1	KAG5506410.1	KAG5479966.1	KAG5480352.1	KPA75375.1	ORC89044.1
9	9	0.479	*	CCW70693.1	XP_001567587.1	CBZ36955.1	KEG12962.1	KAG5496273.1	KAG5470616.1	KAG5470200.1	KPA84789.1	ORC88258.1
9	9	0.478	*	CCW66890.1	XP_001568923.1	CBZ38735.1	KEG12911.1	KAG5490163.1	KAG5464118.1	KAG5464856.1	KPA81245.1	ORC85187.1
9	9	0.478	*	CCW67299.1	XP_001566566.1	CBZ35961.1	KEG14626.1	KAG5490329.1	KAG5473878.1	KAG5473601.1	KPA80628.1	ORC93464.1
9	9	0.477	KNH06873.1	*	XP_001568971.1	CBZ38783.1	KEG12400.1	KAG5490215.1	KAG5464172.1	KAG5464907.1	KPA81317.1	ORC91398.1
9	9	0.476	*	CCW66973.1	XP_001568832.1	CBZ38639.1	KEG07086.1	KAG5490065.1	KAG5464016.1	KAG5464752.1	KPA80124.1	ORC92986.1
9	9	0.474	*	CCW68396.1	XP_001567686.1	CBZ37053.1	KEG14570.1	KAG5496375.1	KAG5470721.1	KAG5470304.1	KPA84937.1	ORC87401.1
9	9	0.473	*	CCW71299.1	XP_001561478.1	CBZ31121.1	KEG11701.1	KAG5512291.1	KAG5488106.1	KAG5488254.1	KPA73685.1	ORC91218.1
9	9	0.472	*	CCW67589.1	XP_001564371.1	CBZ37574.1	KEG13317.1	KAG5493851.1	KAG5468171.1	KAG5467768.1	KPA82117.1	ORC93497.1
9	9	0.472	*	CCW70688.1	XP_001567581.1	CBZ36949.1	KEG08474.1	KAG5496267.1	KAG5470610.1	KAG5470194.1	KPA84779.1	ORC88266.1
9	9	0.471	*	CCW66169.1	XP_001567839.1	CBZ37211.1	KEG15282.1	KAG5495027.1	KAG5469338.1	KAG5468986.1	KPA76738.1	ORC90521.1
9	9	0.471	*	CCW68584.1	XP_001566298.1	CBZ35675.1	KEG12448.1	KAG5500584.1	KAG5474501.1	KAG5474842.1	KPA85150.1	ORC87011.1
9	9	0.471	*	CCW69187.1	XP_001563967.1	CBZ33348.1	KEG15090.1	KAG5507576.1	KAG5481011.1	KAG5481332.1	KPA78496.1	ORC92629.1
9	9	0.471	*	CCW70199.1	XP_001562291.1	CBZ34944.1	KEG11114.1	KAG5501814.1	KAG5476361.1	KAG5476083.1	KPA86776.1	ORC87614.1
9	9	0.471	*	CCW70562.1	XP_001567427.1	CBZ36797.1	KEG14751.1	KAG5496121.1	KAG5470458.1	KAG5470032.1	KPA84564.1	ORC88438.1
9	9	0.471	*	CCW72348.1	XP_001566877.2	CBZ36276.1	KEG15631.1	KAG5498754.1	KAG5472473.1	KAG5472847.1	KPA83321.1	ORC90821.1
9	9	0.47	*	CCW71609.1	XP_001567080.1	CBZ36468.1	KEG10070.1	KAG5497535.1	KAG5471289.1	KAG5471598.1	KPA73889.1	ORC84805.1
9	9	0.469	*	CCW70541.1	XP_001567406.1	CBZ36775.1	KEG08138.1	KAG5496099.1	KAG5470435.1	KAG5470010.1	KPA84535.1	ORC92539.1
9	9	0.467	*	CCW71216.1	XP_001561982.2	CBZ31632.1	KEG10350.1	KAG5511177.1	KAG5486704.1	KAG5487256.1	KPA83640.1	ORC85271.1
9	9	0.466	*	CCW68434.1	XP_001567732.1	CBZ37101.1	KEG07822.1	KAG5496421.1	KAG5470768.1	KAG5470353.1	KPA84999.1	ORC84286.1
9	9	0.466	*	CCW70239.1	XP_001564688.1	CBZ37903.1	KEG06468.1	KAG5494178.1	KAG5468494.1	KAG5468089.1	KPA82594.1	ORC93853.1
9	9	0.465	*	CCW68406.1	XP_001567699.1	CBZ37067.1	KEG10891.1	KAG5496387.1	KAG5470733.1	KAG5470318.1	KPA84955.1	ORC87413.1
9	9	0.463	*	CCW69144.1	XP_001564025.2	CBZ33402.1	KEG13303.1	KAG5507632.1	KAG5481065.1	KAG5481386.1	KPA78583.1	ORC92690.1
9	9	0.463	*	CCW70699.1	XP_001565265.1	CBZ35061.1	KEG11036.1	KAG5501936.1	KAG5476475.1	KAG5476201.1	KPA81955.1	ORC92890.1
9	9	0.462	*	CCW68422.1	XP_001567718.2	CBZ37086.1	KEG10629.1	KAG5496406.1	KAG5470751.1	KAG5470338.1	KPA84979.1	ORC87435.1
9	9	0.462	*	CCW70639.1	XP_001567528.2	CBZ36895.1	KEG15383.1	KAG5496217.1	KAG5470558.1	KAG5470137.1	KPA84703.1	ORC88324.1
9	9	0.461	*	CCW70660.1	XP_001567546.1	CBZ36913.1	KEG12849.1	KAG5496235.1	KAG5470577.1	KAG5470156.1	KPA84727.1	ORC88303.1
9	9	0.46	*	CCW66530.1	XP_001564487.1	CBZ37711.1	KEG08189.1	KAG5493990.1	KAG5468296.1	KAG5467896.1	KPA82318.1	ORC93651.1
9	9	0.46	*	CCW70933.1	XP_001565630.1	CBZ34763.1	KEG06223.1	KAG5502860.1	KAG5476999.1	KAG5477263.1	KPA79591.1	ORC85747.1
9	9	0.459	*	CCW69669.1	XP_001563923.1	CBZ33302.1	KEG12780.1	KAG5508273.1	KAG5481599.1	KAG5481913.1	KPA76305.1	ORC87699.1
9	9	0.459	KNH07101.1	*	XP_001561600.2	CBZ31249.1	KEG13732.1	KAG5511874.1	KAG5487686.1	KAG5487982.1	KPA73577.1	ORC93302.1
9	9	0.458	*	CCW68703.1	XP_001566146.2	CBZ35522.1	KEG14548.1	KAG5500434.1	KAG5474347.1	KAG5474677.1	KPA85412.1	ORC89688.1
9	9	0.458	*	CCW71107.1	XP_001565846.1	CBZ35223.1	KEG09835.1	KAG5501427.1	KAG5475308.1	KAG5475568.1	KPA80885.1	ORC91664.1
9	9	0.458	*	CCW71134.1	XP_001565806.1	CBZ35198.1	KEG15121.1	KAG5501388.1	KAG5475270.1	KAG5475528.1	KPA73503.1	ORC91617.1
9	9	0.457	*	CCW67231.1	XP_003722993.1	CBZ33656.1	KEG15422.1	KAG5506389.1	KAG5479945.1	KAG5480328.1	KPA75408.1	ORC89070.1
9	9	0.456	*	CCW66601.1	XP_001564415.1	CBZ37619.1	KEG10756.1	KAG5493907.1	KAG5468212.1	KAG5467812.1	KPA82196.1	ORC93548.1
9	9	0.456	*	CCW69163.1	XP_001564005.1	CBZ33378.1	KEG09215.1	KAG5507609.1	KAG5481042.1	KAG5481363.1	KPA78553.1	ORC92663.1
9	9	0.455	*	CCW70579.1	XP_001567442.1	CBZ36812.1	KEG11660.1	KAG5496137.1	KAG5470474.1	KAG5470052.1	KPA84583.1	ORC88420.1
9	9	0.454	*	CCW67073.1	XP_001568701.1	CBZ38510.1	KEG10019.1	KAG5489944.1	KAG5463895.1	KAG5464626.1	KPA79922.1	ORC93144.1
9	9	0.454	*	CCW70392.1	XP_001564905.1	CBZ34022.1	KEG11971.1	KAG5505836.1	KAG5479522.1	KAG5479910.1	KPA78401.1	ORC84142.1
9	9	0.453	*	CCW66735.1	XP_001562763.1	CBZ32111.1	KEG12001.1	KAG5510604.1	KAG5485576.1	KAG5486130.1	KPA77725.1	ORC84339.1
9	9	0.452	*	CCW71505.1	XP_001564134.1	CBZ33478.1	KEG07346.1	KAG5506981.1	KAG5480491.1	KAG5480821.1	KPA82608.1	ORC92524.1
9	9	0.451	*	CCW68759.1	XP_001566080.1	CBZ35436.1	KEG14486.1	KAG5500372.1	KAG5474278.1	KAG5474610.1	KPA85520.1	ORC89762.1
9	9	0.451	*	CCW69237.1	XP_001569038.1	CBZ38851.1	KEG11155.1	KAG5490287.1	KAG5464243.1	KAG5464978.1	KPA81424.1	ORC91391.1
9	9	0.451	*	CCW69486.1	XP_001568411.1	CBZ38218.1	KEG06967.1	KAG5492734.1	KAG5466895.1	KAG5466353.1	KPA86344.1	ORC78864.1
9	9	0.447	*	CCW68356.1	XP_001563006.1	CBZ32356.1	KEG07493.1	KAG5510142.1	KAG5484776.1	KAG5485397.1	KPA77053.1	ORC88510.1
9	9	0.447	*	CCW70903.1	XP_001565586.1	CBZ34726.1	KEG13656.1	KAG5502825.1	KAG5476961.1	KAG5477223.1	KPA79532.1	ORC85679.1
9	9	0.447	KNH08371.1	*	XP_001562500.2	CBZ31725.1	KEG13344.1	KAG5510867.1	KAG5486146.1	KAG5486793.1	KPA73232.1	ORC85149.1
9	9	0.446	*	CCW66855.1	XP_001566610.1	CBZ32521.1	KEG09506.1	KAG5509506.1	KAG5483982.1	KAG5484296.1	KPA76551.1	ORC92369.1
9	9	0.446	KNH08543.1	CCW66110.1	XP_001562223.1	CBZ37142.1	*	KAG5494963.1	KAG5469261.1	KAG5468916.1	KPA76875.1	ORC91108.1
9	9	0.445	*	CCW67678.1	XP_001562201.2	CBZ32294.1	KEG13635.1	KAG5510089.1	KAG5484723.1	KAG5485330.1	KPA76933.1	ORC88586.1
9	9	0.445	*	CCW69631.1	XP_001567297.1	CBZ36679.1	KEG07374.1	KAG5497715.1	KAG5471493.1	KAG5471824.1	KPA74504.1	ORC84506.1
9	9	0.444	*	CCW66986.1	XP_001568811.2	CBZ38618.1	KEG12141.1	KAG5490044.1	KAG5463995.1	KAG5464732.1	KPA80099.1	ORC93010.1
9	9	0.444	*	CCW69522.1	XP_001562682.1	CBZ32024.1	KEG06065.1	KAG5510564.1	KAG5485495.1	KAG5486045.1	KPA77555.1	ORC85996.1
9	9	0.444	*	CCW70086.1	XP_001569318.1	CBZ39136.1	KEG14284.1	KAG5490842.1	KAG5464525.1	KAG5465261.1	KPA81873.1	ORC85530.1
9	9	0.442	*	CCW67638.1	XP_001564314.1	CBZ37511.1	KEG15671.1	KAG5493791.1	KAG5468112.1	KAG5467704.1	KPA82011.1	ORC93251.1
9	9	0.441	*	CCW68388.1	XP_001567678.1	CBZ37044.1	KEG14560.1	KAG5496364.1	KAG5470710.1	KAG5470293.1	KPA84921.1	ORC87390.1
9	9	0.441	*	CCW68829.1	XP_001568164.1	CBZ37959.1	KEG09843.1	KAG5492472.1	KAG5466638.1	KAG5466088.1	KPA85911.1	ORC84688.1
9	9	0.441	*	CCW69754.1	XP_001561621.1	CBZ31271.1	KEG10985.1	KAG5511893.1	KAG5487707.1	KAG5488004.1	KPA73604.1	ORC93323.1
9	9	0.44	*	CCW68769.1	XP_001566067.1	CBZ35451.1	KEG12495.1	KAG5500357.1	KAG5474264.1	KAG5474594.1	KPA85539.1	ORC88663.1
9	9	0.44	KNH06381.1	CCW67957.1	XP_001566689.1	CBZ36071.1	KEG07030.1	KAG5498559.1	KAG5472270.1	*	KPA83026.1	ORC91034.1
9	9	0.439	*	CCW69577.1	XP_003722981.1	CBZ33462.1	KEG14176.1	KAG5507686.1	KAG5481117.1	KAG5481443.1	KPA78672.1	ORC92753.1
9	9	0.439	*	CCW70560.1	XP_003723214.1	CBZ36795.1	KEG14753.1	KAG5496119.1	KAG5470456.1	KAG5470030.1	KPA84562.1	ORC88440.1
9	9	0.436	*	CCW72311.1	XP_001564955.1	CBZ34071.1	KEG10230.1	KAG5504922.1	KAG5479040.1	KAG5479194.1	KPA85630.1	ORC87889.1
9	9	0.435	*	CCW66750.1	XP_003722965.1	CBZ32655.1	KEG15006.1	KAG5509637.1	KAG5484112.1	KAG5484419.1	KPA76354.1	ORC84900.1
9	9	0.435	*	CCW70427.1	XP_001561564.2	CBZ31221.1	KEG06411.1	KAG5512125.1	KAG5487956.1	KAG5488200.1	KPA74969.1	ORC84970.1
9	9	0.435	KNH01750.1	*	XP_001563482.1	CBZ32851.1	KEG09686.1	KAG5509064.1	KAG5482812.1	KAG5482991.1	KPA73310.1	ORC88078.1
9	9	0.434	*	CCW66540.1	XP_001564476.1	CBZ37699.1	KEG13234.1	KAG5493979.1	KAG5468285.1	KAG5467885.1	KPA82302.1	ORC93637.1
9	9	0.434	*	CCW67529.1	XP_001561782.2	CBZ31437.1	KEG13786.1	KAG5511691.1	KAG5487533.1	KAG5487877.1	KPA75595.1	ORC85386.1
9	9	0.434	*	CCW71104.1	XP_001565850.2	CBZ35229.1	KEG13594.1	KAG5501433.1	KAG5475315.1	KAG5475574.1	KPA80895.1	ORC91669.1
9	9	0.433	*	CCW66839.1	XP_001563176.2	CBZ32540.1	KEG08740.1	KAG5509537.1	KAG5484013.1	KAG5484317.1	KPA76526.1	ORC86162.1
9	9	0.432	*	CCW67335.1	XP_001567022.1	CBZ35918.1	KEG13804.1	KAG5490373.1	KAG5473837.1	KAG5473558.1	KPA80565.1	ORC90244.1
9	9	0.432	*	CCW68220.1	XP_001565251.1	CBZ34386.1	KEG07479.1	KAG5504497.1	KAG5463827.1	KAG5478586.1	KPA83783.1	ORC89097.1
9	9	0.432	*	CCW69179.1	XP_001563987.1	CBZ33364.1	KEG15106.1	KAG5507592.1	KAG5481026.1	KAG5481348.1	KPA78529.1	ORC92646.1
9	9	0.431	*	CCW66556.1	XP_001564461.1	CBZ37683.1	KEG12349.1	KAG5493963.1	KAG5468270.1	KAG5467869.1	KPA82278.1	ORC93621.1
9	9	0.431	*	CCW67053.1	XP_003723237.1	CBZ38537.1	KEG11837.1	KAG5489967.1	KAG5463921.1	KAG5464653.1	KPA79961.1	ORC93115.1
9	9	0.431	*	CCW68189.1	XP_001566973.1	CBZ36371.1	KEG15481.1	KAG5498848.1	KAG5472568.1	KAG5472949.1	KPA83491.1	ORC90709.1
9	9	0.431	*	CCW70251.1	XP_003723151.1	CBZ32496.1	KEG05533.1	KAG5509898.1	KAG5484531.1	KAG5484920.1	KPA75657.1	ORC85898.1
9	9	0.43	*	CCW67369.1	XP_001566489.2	CBZ35875.1	KEG12021.1	KAG5490408.1	KAG5473804.1	KAG5473524.1	KPA80503.1	ORC90201.1
9	9	0.43	*	CCW69414.1	XP_001568311.1	CBZ38112.1	KEG06503.1	KAG5492623.1	KAG5466788.1	KAG5466241.1	KPA86164.1	ORC92344.1
9	9	0.429	*	CCW66132.1	XP_001567793.1	CBZ37164.1	KEG14723.1	KAG5494984.1	KAG5469282.1	KAG5468938.1	KPA76845.1	ORC90465.1
9	9	0.429	KNH05287.1	*	XP_001563729.1	CBZ33108.1	KEG11508.1	KAG5508831.1	KAG5482052.1	KAG5482404.1	KPA78016.1	ORC89887.1
9	9	0.428	*	CCW66477.1	XP_001564556.1	CBZ37772.1	KEG12288.1	KAG5494048.1	KAG5468364.1	KAG5467957.1	KPA82402.1	ORC93717.1
9	9	0.428	*	CCW70089.1	XP_001569320.2	CBZ39139.1	KEG14280.1	KAG5490846.1	KAG5464529.1	KAG5465265.1	KPA81878.1	ORC85527.1
9	9	0.427	*	CCW66960.1	XP_001568848.1	CBZ38655.1	KEG09766.1	KAG5490080.1	KAG5464032.1	KAG5464772.1	KPA80156.1	ORC92965.1
9	9	0.426	*	CCW69966.1	XP_001569187.1	CBZ39007.1	KEG10964.1	KAG5490703.1	KAG5464396.1	KAG5465132.1	KPA81644.1	ORC90333.1
9	9	0.426	*	CCW71596.1	XP_001567115.2	CBZ36501.1	KEG12105.1	KAG5497566.1	KAG5471315.1	KAG5471633.1	KPA78956.1	ORC90615.1
9	9	0.426	KNH09596.1	CCW69801.1	XP_001563321.1	CBZ32689.1	*	KAG5509364.1	KAG5483288.1	KAG5483703.1	KPA77180.1	ORC86349.1
9	9	0.425	*	CCW66475.1	XP_001564559.2	CBZ37775.1	KEG12291.1	KAG5494051.1	KAG5468367.1	KAG5467960.1	KPA82405.1	ORC93720.1
9	9	0.425	*	CCW69610.1	XP_001564044.1	CBZ33419.1	KEG15153.1	KAG5507648.1	KAG5481081.1	KAG5481403.1	KPA78600.1	ORC92707.1
9	9	0.424	*	CCW67567.1	XP_001561741.1	CBZ31389.1	KEG08183.1	KAG5511647.1	KAG5487486.1	KAG5487831.1	KPA75528.1	ORC85434.1
